game,benchmark_version,game_id,model,experiment,episode,Aborted,Lose,Success,chat,target,player
taboo,v1.0,4,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_4,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nphotographic\n\nRelated words are:\n\n- visual\n- iconographic\n- hieroglyphic\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A type of memory often associated with capturing moments with a camera.'}, {'role': 'user', 'content': 'GUESS: photograph.'}, {'role': 'assistant', 'content': ""CLUE: It's not the object, but the adjective that describes the process of creating the object.""}]",photographic,player 1
taboo,v1.0,9,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Legally responsible.'}, {'role': 'assistant', 'content': 'GUESS: liable'}]",liable,player 2
taboo,v1.0,9,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nliable\n\nRelated words are:\n\n- accountable\n- answerable\n- subject (to)\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Legally responsible for something, especially in terms of financial or legal obligations.'}]",liable,player 1
taboo,v1.0,10,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_10,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A person who submits their credentials for a job or position.'}, {'role': 'assistant', 'content': 'GUESS: Applicant'}]",applicant,player 2
taboo,v1.0,18,gpt-4-0613-t0.0--gpt-4-0613-t0.0,0_high_en,episode_18,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nyahoo\n\nRelated words are:\n\n- glory\n- hooray\n- huzzah\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: An exclamation of excitement or joy, often used in the Wild West.'}, {'role': 'user', 'content': 'GUESS: yeehaw.'}, {'role': 'assistant', 'content': ""CLUE: Close, but think of a term also used as an internet search engine's name.""}]",yahoo,player 1
taboo,v1.0,5,gpt-4-0613-t0.0--gpt-4-0613-t0.0,2_low_en,episode_5,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\ngravity\n\nRelated words are:\n\n- intentness\n- seriousness\n- earnestness\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: The force that keeps us grounded on Earth.'}]",gravity,player 1
taboo,v1.0,11,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_11,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A hot beverage often served with milk or lemon originating from Asia and associated with British culture.'}, {'role': 'assistant', 'content': 'GUESS: Tea'}]",tea,player 2
taboo,v0.9,13,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_13,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Pastime activity done for enjoyment'}, {'role': 'assistant', 'content': 'GUESS: Hobby'}]",hobby,player 2
taboo,v1.0,6,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_6,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: This is a nation on the west coast of a continent known for its diamonds and was founded by freed slaves.'}, {'role': 'assistant', 'content': 'GUESS: Liberia'}]",liberia,player 2
taboo,v1.0,3,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_3,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A flat circular object often used for data storage in computers.'}, {'role': 'assistant', 'content': 'GUESS: CD-ROM'}, {'role': 'user', 'content': 'CLUE: Also a general term for objects resembling the shape of a hockey puck.'}, {'role': 'assistant', 'content': 'GUESS: disk'}]",disk,player 2
taboo,v0.9,18,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_18,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nrecycle\n\nRelated words are:\n\n- recover\n- reclaim\n- reuse\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Turn trash into something useful again.'}]",recycle,player 1
taboo,v1.0,16,claude-v1.3-t0.0--claude-v1.3-t0.0,0_high_en,episode_16,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: North central US location.'}, {'role': 'assistant', 'content': 'GUESS: Kansas'}, {'role': 'user', 'content': 'CLUE: Land of 10000 lakes.'}, {'role': 'assistant', 'content': 'GUESS: minnesota'}]",minnesota,player 2
taboo,v1.0,17,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_17,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A formal decisionmaking process by which a population chooses individuals for public office.'}, {'role': 'assistant', 'content': 'GUESS: Election'}]",election,player 2
taboo,v0.9,14,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_14,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nviewer\n\nRelated words are:\n\n- watcher\n- onlooker\n- spectator\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Person observing something.'}, {'role': 'user', 'content': 'GUESS: spectator'}, {'role': 'assistant', 'content': 'CLUE: No, observes on screen.'}]",viewer,player 1
taboo,v0.9,19,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_19,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Go after persistently'}, {'role': 'assistant', 'content': 'GUESS: chase'}, {'role': 'user', 'content': 'CLUE: Doggedly go after'}, {'role': 'assistant', 'content': 'GUESS: pursue'}]",pursue,player 2
taboo,v1.0,8,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_8,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Its the action of curving or angling something from its original straight shape.'}, {'role': 'assistant', 'content': 'GUESS: Bend'}]",bend,player 2
taboo,v1.0,10,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_10,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nmagnitude\n\nRelated words are:\n\n- moment\n- weightiness\n- account\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: This term refers to the size or extent of something, often used in the context of earthquakes to describe their strength.'}]",magnitude,player 1
taboo,v1.0,18,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,2_low_en,episode_18,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\norbit\n\nRelated words are:\n\n- path\n- circle\n- trajectory\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Objects in space follow this around planets or stars due to gravity.'}]",orbit,player 1
taboo,v0.9,16,claude-v1.3-t0.0--claude-v1.3-t0.0,0_high_en,episode_16,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: North central US location'}, {'role': 'assistant', 'content': 'GUESS: Kansas'}, {'role': 'user', 'content': 'CLUE: Land of 10000 lakes'}, {'role': 'assistant', 'content': 'GUESS: minnesota'}]",minnesota,player 2
taboo,v1.0,2,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_2,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: To convey information or data from one person or place to another often using radio television or internet.'}, {'role': 'assistant', 'content': 'GUESS: Communication'}, {'role': 'user', 'content': 'CLUE: This action involves the transfer of information or signals over a distance often through electronic means and is essential for broadcasting.'}, {'role': 'assistant', 'content': 'GUESS: Transmit'}]",transmit,player 2
taboo,v1.0,17,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,0_high_en,episode_17,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nelection\n\nRelated words are:\n\n- druthers\n- preference\n- discretion\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: A formal decision-making process by which a population chooses individuals for public office.'}]",election,player 1
taboo,v1.0,1,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_1,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: An image seen in a mirror or on a shiny surface.'}, {'role': 'assistant', 'content': 'GUESS: Reflection'}]",reflection,player 2
taboo,v1.0,10,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_10,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Size or extent.'}, {'role': 'assistant', 'content': 'GUESS: magnitude'}]",magnitude,player 2
taboo,v0.9,18,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_18,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Turn trash into something useful again'}, {'role': 'assistant', 'content': 'GUESS: Recycle'}]",recycle,player 2
taboo,v1.0,0,claude-v1.3-t0.0--claude-v1.3-t0.0,1_medium_en,episode_0,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: A group with a common purpose.'}, {'role': 'assistant', 'content': 'GUESS: Team'}, {'role': 'user', 'content': 'CLUE: Political alliance.'}, {'role': 'assistant', 'content': 'GUESS: coalition'}]",coalition,player 2
taboo,v0.9,9,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Reverse an action'}, {'role': 'assistant', 'content': 'GUESS: undo'}]",undo,player 2
taboo,v1.0,9,claude-v1.3-t0.0--claude-v1.3-t0.0,2_low_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to describe a target word for another player to guess.\n\nRules:\n(a) You have to reply in the form: CLUE: <some text>. Guesses from the other player will start with GUESS.\n(b) You cannot use the target word itself, parts or morphological variants of it in your description.\n(c) In addition, the same rules apply for related words which are provided below.\n\nEnd conditions:\n(i) If you use the target word or a related word in your description, then you lose.\n(ii) If the other player can guess the target word in 3 tries, you both win.\n\nLet us start.\n\nThis is the target word that you need to describe and that the other player needs to guess:\n\nundo\n\nRelated words are:\n\n- unbind\n- unsettle\n- unhinge\n\nImportant: You are under time pressure, give short descriptions that are to the point!'}, {'role': 'assistant', 'content': 'CLUE: Reverse an action.'}]",undo,player 1
taboo,v1.0,9,gpt-4-1106-preview-t0.0--gpt-4-1106-preview-t0.0,1_medium_en,episode_9,0,0,1,"[{'role': 'user', 'content': 'You are playing a collaborative word guessing game in which you have to guess a target word that another player describes to you.\n\nYou can make one guess at each trial. You win when you guess the target word. You lose when you cannot guess it in 3 tries.\n\nAfter each trial you will get a new hint from the other player which starts with CLUE.\n\nMake your guesses by just saying the word using the following form: GUESS: <a word>\n\nLet us start.\n\n\nCLUE: Legally responsible for something especially in terms of financial or legal obligations.'}, {'role': 'assistant', 'content': 'GUESS: Liable'}]",liable,player 2
